route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible                                                                                                                                                                                                                                                
6000051003AV006,2024-10-092024-12-07023601,0236012024-10-09,,02360,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2024-12-082024-12-14023601,0236012024-12-08,,02360,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2024-12-152024-12-22023601,0236012024-12-15,,02360,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-01-042025-01-31023601,0236012025-01-04,,02360,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-02-012025-07-20023601,0236012025-02-01,,02360,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-09-082025-10-11023601,0236012025-09-08,,02360,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-10-132025-12-13023601,0236012025-10-13,,02360,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2024-10-092024-12-07023611,0236112024-10-09,,02361,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2024-12-082024-12-14023611,0236112024-12-08,,02361,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2024-12-152024-12-23023611,0236112024-12-15,,02361,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2024-12-262024-12-30023611,0236112024-12-26,,02361,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2025-01-022025-01-31023611,0236112025-01-02,,02361,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2025-02-012025-04-17023611,0236112025-02-01,,02361,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2025-04-192025-05-01023611,0236112025-04-19,,02361,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2025-05-032025-05-14023611,0236112025-05-03,,02361,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2025-05-162025-07-20023611,0236112025-05-16,,02361,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2025-09-082025-10-11023611,0236112025-09-08,,02361,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2025-10-132025-12-06023611,0236112025-10-13,,02361,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2025-12-082025-12-13023611,0236112025-12-08,,02361,,,,1                                                                                                                                                                                                                                                                                       
4301960000GL023,2024-10-092024-12-07023651,0236512024-10-09,,02365,,,,1                                                                                                                                                                                                                                                                                       
4301960000GL023,2024-12-082024-12-09023651,0236512024-12-08,,02365,,,,1                                                                                                                                                                                                                                                                                       
4301960000GL023,2024-10-092024-12-07023652,0236522024-10-09,,02365,,,,1                                                                                                                                                                                                                                                                                       
4301960000GL023,2024-12-082024-12-09023652,0236522024-12-08,,02365,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2025-07-272025-09-07023711,0237112025-07-27,,02371,,,,1                                                                                                                                                                                                                                                                                       
4301960000GL026,2024-10-092024-12-07023751,0237512024-10-09,,02375,,,,2                                                                                                                                                                                                                                                                                       
4301960000GL026,2024-12-082024-12-14023751,0237512024-12-08,,02375,,,,2                                                                                                                                                                                                                                                                                       
4301960000GL026,2024-10-092024-12-07023752,0237522024-10-09,,02375,,,,1                                                                                                                                                                                                                                                                                       
4301960000GL026,2024-12-082024-12-14023752,0237522024-12-08,,02375,,,,1                                                                                                                                                                                                                                                                                       
4301950500GL026,2024-10-092024-12-07023753,0237532024-10-09,,02375,,,,1                                                                                                                                                                                                                                                                                       
4301950500GL026,2024-12-082024-12-14023753,0237532024-12-08,,02375,,,,1                                                                                                                                                                                                                                                                                       
5050037704GL026,2024-10-092024-12-07023754,0237542024-10-09,,02375,,,,1                                                                                                                                                                                                                                                                                       
5050037704GL026,2024-12-082024-12-14023754,0237542024-12-08,,02375,,,,1                                                                                                                                                                                                                                                                                       
3770460000GL026,2024-10-092024-12-07023755,0237552024-10-09,,02375,,,,1                                                                                                                                                                                                                                                                                       
3770460000GL026,2024-12-082024-12-14023755,0237552024-12-08,,02375,,,,1                                                                                                                                                                                                                                                                                       
4301960000GL026,2024-10-122024-10-12023756,0237562024-10-12,,02375,,,,1                                                                                                                                                                                                                                                                                       
4301960000GL026,2024-10-132024-12-07023756,0237562024-10-13,,02375,,,,1                                                                                                                                                                                                                                                                                       
4301960000GL026,2024-12-082024-12-14023756,0237562024-12-08,,02375,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2024-10-092024-12-07023801,0238012024-10-09,,02380,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2024-12-092024-12-14023801,0238012024-12-09,,02380,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2024-12-152025-01-04023801,0238012024-12-15,,02380,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-01-062025-01-06023801,0238012025-01-06,,02380,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-01-072025-01-31023801,0238012025-01-07,,02380,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-02-012025-02-27023801,0238012025-02-01,,02380,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-03-012025-04-17023801,0238012025-03-01,,02380,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-04-192025-04-30023801,0238012025-04-19,,02380,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-05-032025-07-23023801,0238012025-05-03,,02380,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-09-082025-10-11023801,0238012025-09-08,,02380,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-10-132025-10-13023801,0238012025-10-13,,02380,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-10-142025-11-08023801,0238012025-10-14,,02380,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-11-102025-12-06023801,0238012025-11-10,,02380,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-12-082025-12-08023801,0238012025-12-08,,02380,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-12-092025-12-13023801,0238012025-12-09,,02380,,,,1                                                                                                                                                                                                                                                                                       
6000043019GL023,2024-10-092024-12-07023841,0238412024-10-09,,02384,,,,1                                                                                                                                                                                                                                                                                       
6000043019GL023,2024-12-082024-12-14023841,0238412024-12-08,,02384,,,,1                                                                                                                                                                                                                                                                                       
6000043019GL023,2024-10-092024-12-07023842,0238422024-10-09,,02384,,,,1                                                                                                                                                                                                                                                                                       
6000043019GL023,2024-12-082024-12-14023842,0238422024-12-08,,02384,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2025-07-212025-09-07023901,0239012025-07-21,,02390,,,,1                                                                                                                                                                                                                                                                                       
5100360000LC112,2024-10-092024-10-11024691,0246912024-10-09,,02469,,,,1                                                                                                                                                                                                                                                                                       
5100360000LC112,2024-10-122024-10-13024691,0246912024-10-12,,02469,,,,1                                                                                                                                                                                                                                                                                       
5100360000LC112,2024-10-142024-10-19024691,0246912024-10-14,,02469,,,,1                                                                                                                                                                                                                                                                                       
5100360000LC112,2024-10-202024-10-20024691,0246912024-10-20,,02469,,,,1                                                                                                                                                                                                                                                                                       
5100360000LC112,2024-10-212024-12-07024691,0246912024-10-21,,02469,,,,1                                                                                                                                                                                                                                                                                       
5100360000LC112,2024-12-082024-12-14024691,0246912024-12-08,,02469,,,,1                                                                                                                                                                                                                                                                                       
6000043019GL026,2024-10-092024-12-07024941,0249412024-10-09,,02494,,,,2                                                                                                                                                                                                                                                                                       
6000043019GL026,2024-12-082024-12-14024941,0249412024-12-08,,02494,,,,2                                                                                                                                                                                                                                                                                       
6000043019GL026,2024-10-092024-12-07024942,0249422024-10-09,,02494,,,,1                                                                                                                                                                                                                                                                                       
6000043019GL026,2024-12-082024-12-14024942,0249422024-12-08,,02494,,,,1                                                                                                                                                                                                                                                                                       
5100374200AV006,2024-10-092024-12-07028611,0286112024-10-09,,02861,,,,1                                                                                                                                                                                                                                                                                       
5100374200AV006,2024-12-082024-12-14028611,0286112024-12-08,,02861,,,,1                                                                                                                                                                                                                                                                                       
0404074200AV006,2024-10-092024-12-07028612,0286122024-10-09,,02861,,,,2                                                                                                                                                                                                                                                                                       
0404074200AV006,2024-12-082024-12-14028612,0286122024-12-08,,02861,,,,2                                                                                                                                                                                                                                                                                       
5100370600AV006,2024-10-092024-12-07028613,0286132024-10-09,,02861,,,,2                                                                                                                                                                                                                                                                                       
5100370600AV006,2024-12-082024-12-14028613,0286132024-12-08,,02861,,,,2                                                                                                                                                                                                                                                                                       
5100360000AV006,2024-10-092024-12-07028614,0286142024-10-09,,02861,,,,2                                                                                                                                                                                                                                                                                       
5100360000AV006,2024-12-082024-12-14028614,0286142024-12-08,,02861,,,,2                                                                                                                                                                                                                                                                                       
5441371801AV006,2024-10-092024-12-07028831,0288312024-10-09,,02883,,,,1                                                                                                                                                                                                                                                                                       
5441371801AV006,2024-12-082024-12-14028831,0288312024-12-08,,02883,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2024-10-092024-12-07028832,0288322024-10-09,,02883,,,,2                                                                                                                                                                                                                                                                                       
5441360000AV006,2024-12-082024-12-14028832,0288322024-12-08,,02883,,,,2                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-10-092024-12-07028833,0288332024-10-09,,02883,,,,2                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-12-082024-12-14028833,0288332024-12-08,,02883,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-10-092024-12-07030521,0305212024-10-09,,03052,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-12-082024-12-14030521,0305212024-12-08,,03052,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-10-092024-12-07030621,0306212024-10-09,,03062,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-12-082024-12-14030621,0306212024-12-08,,03062,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-10-092024-10-31030631,0306312024-10-09,,03063,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-11-022024-12-05030631,0306312024-11-02,,03063,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-12-082024-12-14030631,0306312024-12-08,,03063,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2024-10-092024-10-31030632,0306322024-10-09,,03063,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2024-11-022024-12-05030632,0306322024-11-02,,03063,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2024-12-082024-12-14030632,0306322024-12-08,,03063,,,,1                                                                                                                                                                                                                                                                                       
0404071801AV006,2024-10-092024-10-31030633,0306332024-10-09,,03063,,,,1                                                                                                                                                                                                                                                                                       
0404071801AV006,2024-11-022024-12-05030633,0306332024-11-02,,03063,,,,1                                                                                                                                                                                                                                                                                       
0404071801AV006,2024-12-082024-12-14030633,0306332024-12-08,,03063,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-10-122024-10-17030711,0307112024-10-12,,03071,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-10-192024-10-24030711,0307112024-10-19,,03071,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-10-262024-10-31030711,0307112024-10-26,,03071,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-11-022024-12-05030711,0307112024-11-02,,03071,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-12-082024-12-14030711,0307112024-12-08,,03071,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2024-10-092024-12-07030731,0307312024-10-09,,03073,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2024-12-082024-12-14030731,0307312024-12-08,,03073,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-10-092024-12-07030732,0307322024-10-09,,03073,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-12-082024-12-14030732,0307322024-12-08,,03073,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-10-092024-12-07030733,0307332024-10-09,,03073,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-12-082024-12-14030733,0307332024-12-08,,03073,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-10-092024-10-31030801,0308012024-10-09,,03080,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-11-022024-12-05030801,0308012024-11-02,,03080,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-12-082024-12-14030801,0308012024-12-08,,03080,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-10-092024-10-31030811,0308112024-10-09,,03081,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-11-022024-12-04030811,0308112024-11-02,,03081,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-12-082024-12-14030811,0308112024-12-08,,03081,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-10-092024-12-07030821,0308212024-10-09,,03082,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-12-082024-12-14030821,0308212024-12-08,,03082,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-10-092024-10-11030831,0308312024-10-09,,03083,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-10-132024-11-01030831,0308312024-10-13,,03083,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-11-032024-12-07030831,0308312024-11-03,,03083,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-12-082024-12-14030831,0308312024-12-08,,03083,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-10-092024-10-31030911,0309112024-10-09,,03091,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-11-022024-12-04030911,0309112024-11-02,,03091,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-12-082024-12-14030911,0309112024-12-08,,03091,,,,1                                                                                                                                                                                                                                                                                       
0430760000AV006,2024-10-092024-12-07030921,0309212024-10-09,,03092,,,,1                                                                                                                                                                                                                                                                                       
0430760000AV006,2024-12-082024-12-14030921,0309212024-12-08,,03092,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-10-092024-12-07030922,0309222024-10-09,,03092,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-12-082024-12-14030922,0309222024-12-08,,03092,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-10-092024-12-07030923,0309232024-10-09,,03092,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-12-082024-12-14030923,0309232024-12-08,,03092,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2024-10-092024-12-07030931,0309312024-10-09,,03093,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2024-12-082024-12-14030931,0309312024-12-08,,03093,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-10-112024-10-11030932,0309322024-10-11,,03093,,,,1                                                                                                                                                                                                                                                                                       
